100 4950 5
0	1	2	0.02
38	12	4	0.01
50	79	7	0.03
80	2	10	0.01
45	37	8	0.00
57	69	7	0.04
58	93	6	0.03
85	35	10	0.03
62	34	1	0.02
77	48	2	0.01
69	82	10	0.00
99	10	8	0.02
29	80	10	0.02
10	51	7	0.03
29	71	6	0.03
7	41	7	0.02
4	56	4	0.02
41	93	8	0.04
44	98	9	0.03
19	90	10	0.00
22	9	1	0.00
79	38	10	0.00
28	18	5	0.02
69	13	5	0.02
72	10	2	0.00
21	53	9	0.00
66	61	4	0.03
25	45	1	0.03
18	0	5	0.03
75	26	8	0.05
97	1	6	0.02
14	40	5	0.03
98	36	8	0.03
53	20	6	0.00
77	42	1	0.04
2	3	1	0.01
34	80	8	0.01
96	55	9	0.03
84	34	3	0.02
63	44	8	0.03
87	18	2	0.02
46	20	6	0.02
87	58	5	0.01
30	50	9	0.03
44	77	3	0.04
53	18	10	0.04
4	49	4	0.01
91	39	1	0.03
45	9	8	0.04
47	52	8	0.02
17	15	4	0.02
89	28	1	0.02
73	36	7	0.01
3	13	8	0.01
31	67	10	0.05
36	8	4	0.01
3	36	3	0.01
22	45	1	0.02
18	30	3	0.00
14	65	7	0.03
77	67	8	0.04
42	11	3	0.00
34	7	2	0.03
94	66	10	0.02
93	90	9	0.03
16	50	8	0.02
41	19	10	0.04
87	97	5	0.01
11	71	7	0.04
64	99	10	0.02
3	17	5	0.03
13	59	10	0.00
45	92	2	0.01
66	73	2	0.01
50	66	8	0.04
56	83	6	0.00
75	55	7	0.02
63	87	7	0.01
24	59	6	0.03
71	33	2	0.01
32	35	1	0.02
81	91	3	0.03
33	61	9	0.03
85	96	3	0.03
86	4	6	0.02
10	6	8	0.03
45	3	10	0.01
58	4	6	0.00
98	9	9	0.02
19	30	9	0.03
80	61	8	0.01
71	87	4	0.03
24	83	4	0.02
29	64	1	0.02
57	17	8	0.03
87	72	1	0.00
83	66	6	0.01
40	42	1	0.01
72	81	10	0.02
95	96	2	0.01
94	4	4	0.02
94	6	4	0.03
62	13	2	0.02
72	91	1	0.04
4	76	10	0.03
65	99	4	0.02
43	0	8	0.01
68	32	1	0.03
79	31	7	0.03
74	92	8	0.03
85	9	6	0.01
58	26	5	0.01
74	45	6	0.02
98	23	1	0.01
25	61	2	0.04
40	87	7	0.02
75	47	7	0.02
3	8	5	0.03
60	4	6	0.02
95	78	9	0.01
12	71	3	0.01
35	31	8	0.00
98	75	2	0.02
44	22	5	0.03
45	76	3	0.02
49	52	5	0.03
33	83	9	0.01
72	9	10	0.02
40	52	9	0.02
94	85	1	0.03
40	16	6	0.03
54	83	3	0.01
23	30	5	0.01
17	88	3	0.04
89	87	9	0.02
99	11	10	0.04
66	30	4	0.02
22	44	10	0.01
63	86	10	0.01
59	27	1	0.01
71	5	4	0.02
67	10	4	0.01
37	55	8	0.02
52	36	1	0.01
26	77	3	0.02
63	22	2	0.03
34	69	7	0.03
51	30	3	0.02
64	24	6	0.02
95	94	2	0.02
26	29	10	0.01
83	19	6	0.01
43	35	8	0.03
77	95	1	0.01
87	55	8	0.01
33	17	4	0.02
77	47	4	0.01
14	3	10	0.01
92	9	2	0.03
71	39	6	0.02
76	78	5	0.01
15	0	8	0.03
94	93	5	0.01
53	52	5	0.03
82	11	9	0.01
0	36	8	0.01
43	71	4	0.02
99	30	7	0.02
33	93	2	0.02
44	48	4	0.00
12	11	5	0.03
30	59	6	0.01
4	68	3	0.01
18	28	8	0.00
1	81	4	0.04
75	2	9	0.03
68	62	9	0.03
77	3	2	0.01
76	66	6	0.02
1	39	1	0.03
76	17	3	0.04
86	97	6	0.02
41	69	5	0.03
99	27	5	0.01
78	53	7	0.00
37	1	9	0.02
42	2	9	0.01
22	10	10	0.00
27	85	4	0.03
54	51	7	0.03
50	38	7	0.02
57	73	7	0.04
93	31	8	0.01
24	57	7	0.03
38	17	1	0.00
0	47	1	0.02
89	7	3	0.04
0	43	6	0.03
34	19	3	0.00
28	40	5	0.03
59	3	7	0.03
41	3	2	0.03
14	58	4	0.03
25	9	10	0.01
54	14	3	0.02
4	95	5	0.03
44	82	1	0.00
84	9	6	0.02
31	34	6	0.01
64	84	10	0.02
51	0	5	0.01
66	19	9	0.00
69	67	5	0.02
27	44	7	0.01
53	6	5	0.00
14	60	10	0.00
12	24	2	0.03
21	4	7	0.01
72	37	7	0.03
83	50	4	0.03
32	14	4	0.00
85	49	4	0.02
94	99	9	0.00
64	2	7	0.01
10	50	10	0.03
4	10	8	0.01
93	28	4	0.02
1	9	5	0.02
54	49	8	0.00
77	64	9	0.02
68	59	1	0.02
70	63	5	0.01
20	59	10	0.02
80	35	9	0.04
7	60	2	0.01
77	32	2	0.01
86	31	7	0.01
80	36	7	0.04
11	88	6	0.04
52	20	6	0.00
17	49	1	0.02
70	75	8	0.01
28	30	7	0.04
91	95	3	0.01
76	89	2	0.02
16	25	8	0.02
90	82	3	0.00
38	85	6	0.00
6	37	7	0.03
46	55	10	0.01
39	76	5	0.01
91	56	2	0.02
36	56	8	0.00
44	28	5	0.02
49	95	2	0.02
21	91	9	0.02
78	26	2	0.02
59	39	2	0.02
75	23	3	0.03
35	69	7	0.02
67	79	8	0.02
99	54	8	0.04
62	1	7	0.02
3	9	8	0.01
19	26	3	0.00
16	1	7	0.03
63	3	4	0.00
2	84	9	0.02
9	71	2	0.00
95	46	5	0.03
2	74	1	0.00
74	55	4	0.02
67	68	1	0.03
44	94	1	0.01
58	56	10	0.03
99	37	6	0.03
84	60	5	0.01
25	5	8	0.01
77	82	6	0.02
39	34	3	0.04
17	99	10	0.02
8	68	1	0.03
49	57	7	0.01
61	58	1	0.03
19	41	2	0.03
8	24	2	0.00
26	24	6	0.04
11	64	7	0.01
32	1	6	0.00
78	83	10	0.02
74	10	9	0.03
57	70	7	0.03
4	22	6	0.04
41	46	1	0.02
91	7	4	0.02
61	84	8	0.03
92	34	6	0.01
97	37	2	0.03
35	10	8	0.01
30	97	3	0.01
11	70	9	0.04
39	56	8	0.03
10	85	6	0.03
5	79	5	0.03
97	23	9	0.03
95	48	5	0.03
78	48	1	0.00
81	32	9	0.02
0	38	6	0.04
29	60	4	0.01
30	21	7	0.02
24	18	10	0.04
58	12	1	0.01
84	61	9	0.01
66	24	4	0.04
2	4	9	0.00
3	72	3	0.01
19	43	2	0.04
93	27	8	0.03
11	36	2	0.01
79	93	5	0.02
20	16	1	0.01
12	59	7	0.00
35	52	1	0.03
19	85	8	0.04
35	54	8	0.03
83	5	8	0.04
76	5	8	0.01
4	12	7	0.01
67	52	10	0.02
99	9	4	0.02
23	22	1	0.03
82	35	10	0.01
91	73	9	0.03
83	21	1	0.01
15	11	1	0.02
89	52	9	0.01
36	44	7	0.01
70	68	10	0.03
75	8	3	0.03
78	63	3	0.03
32	39	9	0.04
1	84	2	0.03
72	90	3	0.01
73	11	5	0.01
78	0	8	0.02
34	45	6	0.03
79	7	7	0.03
50	72	4	0.02
2	62	10	0.03
97	57	9	0.03
50	36	9	0.02
10	79	6	0.03
10	81	6	0.01
31	98	10	0.01
54	69	5	0.03
66	5	9	0.00
89	85	2	0.01
82	81	4	0.03
29	22	4	0.02
46	48	4	0.01
44	66	6	0.04
61	82	1	0.01
37	83	6	0.04
23	62	2	0.01
91	12	4	0.02
3	29	4	0.03
54	31	6	0.03
54	22	7	0.02
53	39	2	0.01
7	28	6	0.03
27	78	6	0.03
52	98	2	0.02
23	21	9	0.04
49	77	4	0.00
92	37	9	0.03
3	90	1	0.01
30	34	5	0.02
12	54	8	0.03
41	82	8	0.02
40	7	4	0.02
16	36	3	0.03
14	20	1	0.03
86	90	8	0.02
57	89	7	0.01
72	22	8	0.01
22	25	10	0.00
30	52	3	0.02
35	14	2	0.02
38	37	9	0.02
9	90	6	0.01
67	25	10	0.04
11	85	4	0.01
56	1	5	0.00
39	48	5	0.02
89	81	10	0.02
46	56	9	0.01
97	29	6	0.01
40	81	3	0.03
44	83	5	0.02
41	39	8	0.01
91	70	3	0.01
69	40	2	0.01
11	80	5	0.01
64	3	7	0.01
3	56	2	0.02
3	15	5	0.02
8	63	9	0.04
40	92	5	0.01
32	91	8	0.04
32	50	1	0.03
33	4	6	0.03
74	90	6	0.03
84	27	1	0.03
70	49	8	0.02
99	86	9	0.01
8	76	7	0.00
71	26	8	0.01
30	92	4	0.00
18	99	1	0.03
89	24	2	0.01
0	39	4	0.01
46	88	9	0.00
35	55	4	0.01
49	43	3	0.02
29	20	5	0.03
1	14	3	0.01
60	84	1	0.02
30	57	3	0.02
6	62	3	0.04
79	11	4	0.02
38	48	2	0.01
89	39	9	0.02
81	60	10	0.03
87	67	5	0.02
79	4	5	0.01
33	94	4	0.02
12	84	9	0.00
27	45	3	0.00
37	46	6	0.04
67	62	3	0.01
2	87	7	0.00
37	93	4	0.04
24	41	1	0.02
88	17	5	0.03
15	9	10	0.04
89	47	3	0.01
57	19	3	0.03
70	59	6	0.01
10	62	3	0.02
62	97	8	0.01
13	92	7	0.02
56	33	5	0.01
33	8	10	0.01
80	58	5	0.01
37	70	6	0.02
27	51	5	0.01
54	55	1	0.03
48	58	9	0.05
8	85	6	0.02
20	12	8	0.00
39	89	7	0.01
86	24	1	0.03
15	86	2	0.01
80	87	8	0.01
30	37	2	0.01
53	89	4	0.02
1	44	4	0.02
1	67	8	0.03
18	63	2	0.03
16	20	7	0.00
21	40	3	0.00
67	5	3	0.03
90	35	1	0.01
77	87	5	0.02
42	16	7	0.00
58	83	4	0.06
11	29	8	0.04
70	40	7	0.01
13	97	3	0.05
57	8	4	0.04
60	99	6	0.03
11	0	10	0.03
97	95	7	0.03
7	82	3	0.01
49	16	6	0.03
89	58	6	0.02
61	83	2	0.02
43	16	8	0.01
90	41	9	0.01
59	52	9	0.00
35	21	1	0.02
62	89	1	0.03
69	1	7	0.03
7	32	7	0.03
25	68	9	0.00
35	90	4	0.02
10	70	4	0.01
74	99	3	0.00
23	96	3	0.03
60	27	7	0.01
4	43	8	0.00
15	91	9	0.01
90	92	10	0.02
39	90	1	0.03
63	74	7	0.03
4	69	1	0.02
30	53	8	0.01
89	48	3	0.01
3	69	3	0.02
15	58	9	0.01
97	78	2	0.04
88	65	9	0.01
13	60	1	0.01
67	30	5	0.03
20	2	1	0.03
15	3	5	0.01
30	87	8	0.01
48	2	5	0.06
84	11	8	0.03
61	89	10	0.01
3	30	3	0.04
87	95	7	0.00
83	0	9	0.03
37	12	9	0.02
97	34	3	0.02
16	86	5	0.02
37	95	1	0.00
69	74	1	0.04
52	28	8	0.03
3	79	2	0.01
15	22	7	0.04
31	11	10	0.02
22	60	1	0.01
63	57	4	0.00
83	80	2	0.04
30	38	7	0.01
21	9	1	0.02
12	39	5	0.02
92	49	10	0.00
78	96	10	0.03
97	99	3	0.03
28	87	8	0.04
47	84	8	0.03
94	14	3	0.03
61	79	2	0.01
1	3	7	0.02
17	57	3	0.02
41	45	5	0.03
64	5	8	0.00
55	51	4	0.04
42	1	5	0.03
95	11	2	0.03
38	34	7	0.01
8	61	10	0.04
39	69	6	0.02
49	46	2	0.02
97	11	5	0.01
42	36	8	0.02
92	58	2	0.03
88	20	7	0.00
33	78	10	0.00
57	59	2	0.04
91	27	1	0.00
93	61	10	0.03
16	76	3	0.01
0	77	1	0.03
55	40	1	0.01
18	92	7	0.01
69	2	10	0.02
45	39	10	0.02
39	59	9	0.03
1	6	6	0.01
67	91	1	0.01
45	13	3	0.04
47	33	4	0.03
20	73	9	0.01
22	70	10	0.00
45	5	9	0.04
44	43	3	0.02
3	10	8	0.03
46	86	1	0.00
26	69	5	0.05
89	84	10	0.01
8	18	2	0.03
60	47	3	0.00
25	17	6	0.03
46	5	6	0.02
73	95	9	0.02
48	92	10	0.05
74	27	8	0.03
54	40	10	0.02
76	0	1	0.01
26	86	6	0.03
89	36	10	0.02
82	34	8	0.01
1	92	10	0.02
98	88	3	0.02
80	90	1	0.03
76	74	4	0.01
8	31	3	0.04
59	85	5	0.02
85	42	3	0.03
3	7	4	0.02
96	21	3	0.01
95	32	10	0.02
87	63	5	0.01
75	63	8	0.02
63	12	9	0.02
30	82	1	0.02
34	0	8	0.03
13	94	4	0.02
15	23	8	0.03
20	70	10	0.03
40	82	3	0.01
42	62	4	0.04
66	14	6	0.01
14	74	1	0.01
44	3	6	0.03
35	86	4	0.02
54	5	5	0.01
55	77	9	0.01
63	92	1	0.03
60	0	9	0.03
90	55	4	0.03
55	48	4	0.03
86	62	4	0.02
25	7	4	0.00
13	76	6	0.01
94	41	1	0.03
12	19	8	0.01
27	74	7	0.00
88	86	8	0.00
33	69	9	0.03
98	84	9	0.02
15	39	8	0.01
83	85	3	0.01
90	97	1	0.04
1	86	8	0.04
70	8	8	0.01
74	46	7	0.01
17	92	10	0.04
62	44	2	0.03
8	21	3	0.03
5	66	2	0.02
59	55	9	0.03
60	43	4	0.00
18	88	7	0.01
44	87	9	0.01
44	99	9	0.01
68	34	5	0.03
30	12	1	0.03
31	33	5	0.02
15	73	8	0.01
23	53	10	0.01
88	4	10	0.00
11	10	3	0.00
60	33	5	0.02
78	29	4	0.03
8	62	4	0.01
68	7	3	0.02
99	96	7	0.02
82	61	9	0.01
27	12	1	0.03
55	89	2	0.03
62	84	8	0.04
61	35	6	0.02
30	49	1	0.00
71	53	2	0.01
72	58	9	0.01
71	28	7	0.02
83	38	3	0.03
31	72	10	0.04
74	36	3	0.01
95	4	1	0.03
48	25	4	0.00
18	45	4	0.01
7	20	9	0.01
52	37	1	0.01
7	70	2	0.01
37	76	2	0.03
23	14	6	0.04
37	90	10	0.03
30	14	8	0.01
85	95	2	0.03
15	98	4	0.03
41	44	10	0.02
26	10	3	0.00
95	71	5	0.00
70	97	2	0.04
94	39	10	0.04
3	86	2	0.03
16	71	1	0.04
81	21	1	0.01
30	78	2	0.03
87	53	10	0.02
86	17	3	0.01
10	12	10	0.03
78	13	4	0.04
87	94	5	0.02
56	34	7	0.02
49	19	2	0.00
47	22	9	0.02
70	78	7	0.04
9	80	10	0.03
8	3	1	0.01
95	27	5	0.00
99	24	2	0.02
91	55	4	0.03
49	33	9	0.01
18	3	9	0.03
78	22	3	0.02
17	22	10	0.00
12	10	8	0.03
74	88	5	0.03
60	82	1	0.03
17	27	5	0.02
17	12	3	0.01
25	8	6	0.02
14	51	3	0.01
48	51	4	0.01
2	6	4	0.03
19	57	1	0.04
82	10	1	0.03
3	24	7	0.03
26	93	10	0.00
30	44	3	0.02
26	13	1	0.01
94	17	4	0.04
83	82	9	0.04
76	83	10	0.02
67	51	4	0.03
0	17	6	0.02
93	12	6	0.02
27	82	6	0.01
12	66	9	0.02
95	18	3	0.03
57	53	3	0.01
16	66	6	0.01
9	15	8	0.03
83	92	1	0.01
62	43	6	0.03
92	39	1	0.02
28	73	9	0.02
50	98	1	0.03
65	80	10	0.02
95	87	5	0.00
32	36	1	0.03
85	21	7	0.02
31	49	6	0.00
2	20	10	0.02
60	25	5	0.01
21	43	4	0.01
36	45	9	0.02
68	65	9	0.01
67	24	10	0.02
74	60	6	0.03
62	9	5	0.00
60	89	6	0.00
3	47	1	0.02
29	65	1	0.03
43	6	4	0.03
56	53	2	0.01
22	68	8	0.01
61	70	6	0.01
52	81	6	0.02
60	11	2	0.00
36	31	9	0.02
58	52	7	0.03
29	68	10	0.02
66	45	1	0.02
14	99	6	0.03
45	49	6	0.02
85	68	8	0.01
8	16	2	0.00
17	78	3	0.00
52	17	7	0.00
7	10	1	0.03
64	90	7	0.02
94	78	9	0.02
40	47	8	0.00
8	48	10	0.03
6	21	7	0.03
89	1	7	0.02
57	5	1	0.01
34	96	5	0.03
77	72	3	0.01
97	0	4	0.03
94	29	5	0.03
83	79	2	0.03
3	63	4	0.00
12	91	1	0.03
38	39	2	0.04
63	82	3	0.02
81	58	5	0.03
55	60	5	0.01
64	47	3	0.02
90	33	4	0.02
95	73	3	0.00
82	13	9	0.02
81	89	6	0.01
16	24	10	0.03
24	3	8	0.01
56	35	2	0.03
90	63	4	0.00
28	29	2	0.02
69	41	10	0.02
78	77	1	0.00
44	89	3	0.04
11	77	9	0.02
93	75	1	0.01
68	16	4	0.02
34	67	5	0.03
93	47	1	0.02
64	59	8	0.02
49	15	1	0.03
84	90	5	0.03
86	1	1	0.01
71	23	4	0.03
38	86	6	0.01
93	98	7	0.03
19	45	2	0.02
67	76	10	0.00
66	13	9	0.03
24	60	6	0.04
52	80	3	0.03
62	87	4	0.02
70	66	2	0.03
24	52	8	0.01
54	52	3	0.01
10	95	1	0.01
96	71	2	0.02
91	19	4	0.01
92	96	2	0.02
3	76	5	0.01
33	1	3	0.02
39	67	9	0.04
17	64	10	0.00
27	19	8	0.01
0	26	1	0.03
45	61	10	0.01
22	23	1	0.03
72	64	1	0.04
31	85	5	0.02
85	51	8	0.01
50	49	5	0.00
21	72	9	0.03
2	36	10	0.02
65	7	2	0.01
59	92	10	0.02
36	29	10	0.01
2	86	4	0.03
60	58	8	0.00
73	60	8	0.02
33	31	2	0.00
16	47	10	0.01
64	73	7	0.02
78	38	10	0.01
40	22	4	0.01
98	56	1	0.00
19	70	7	0.02
83	56	7	0.02
53	98	10	0.02
61	10	9	0.03
22	46	6	0.01
30	47	1	0.00
80	68	3	0.02
86	9	5	0.02
74	49	6	0.01
25	69	7	0.04
89	97	8	0.01
14	28	5	0.02
15	31	1	0.04
26	58	10	0.02
21	99	3	0.01
69	85	5	0.02
74	73	10	0.01
26	35	1	0.04
57	16	3	0.03
63	96	5	0.01
71	61	9	0.03
77	50	4	0.01
11	94	9	0.03
86	50	5	0.01
94	86	1	0.02
95	63	9	0.02
20	99	3	0.02
61	21	7	0.04
95	13	1	0.02
5	21	8	0.02
71	64	2	0.02
34	66	6	0.04
40	89	7	0.03
88	90	5	0.01
10	59	7	0.01
9	41	3	0.02
9	94	5	0.03
53	93	9	0.03
54	95	5	0.03
73	20	8	0.01
41	23	8	0.01
4	77	3	0.01
87	47	2	0.04
95	35	4	0.03
31	99	3	0.01
13	65	6	0.02
37	3	6	0.04
64	68	3	0.02
99	72	8	0.01
71	22	3	0.01
71	70	7	0.01
27	11	2	0.03
33	50	7	0.03
59	66	3	0.01
3	31	1	0.01
89	86	9	0.03
96	19	9	0.02
52	11	8	0.02
39	54	9	0.02
90	47	9	0.04
57	11	7	0.01
90	43	2	0.03
87	21	4	0.03
13	67	2	0.01
63	77	7	0.03
36	62	6	0.03
89	69	9	0.01
71	50	10	0.00
10	21	6	0.01
86	93	4	0.02
8	71	6	0.01
63	38	6	0.02
34	76	2	0.03
13	25	9	0.05
87	73	3	0.04
33	37	3	0.01
36	83	5	0.02
95	8	10	0.03
43	60	8	0.03
10	18	2	0.02
97	65	5	0.03
45	72	1	0.03
63	6	9	0.00
6	83	2	0.02
12	98	6	0.03
74	42	7	0.01
60	56	5	0.01
27	31	8	0.01
50	56	5	0.02
4	54	1	0.04
9	74	9	0.03
35	28	6	0.02
9	82	1	0.02
42	89	5	0.00
38	27	3	0.02
44	24	3	0.04
82	25	4	0.01
62	8	10	0.00
40	98	9	0.01
78	60	10	0.04
13	70	6	0.00
95	34	4	0.02
77	6	6	0.00
98	27	4	0.01
95	54	2	0.02
55	39	8	0.02
29	66	4	0.04
99	94	2	0.04
24	39	8	0.02
4	97	8	0.02
86	87	9	0.01
11	35	2	0.00
60	41	8	0.01
98	5	3	0.01
24	81	4	0.03
30	72	10	0.03
13	68	1	0.00
75	93	3	0.00
77	1	3	0.01
8	69	8	0.00
33	47	7	0.00
79	43	5	0.00
42	17	7	0.04
40	99	6	0.00
43	42	9	0.02
61	36	4	0.01
6	49	3	0.02
43	15	5	0.01
80	33	7	0.05
16	35	7	0.02
74	34	4	0.00
85	80	7	0.04
19	14	9	0.01
17	91	6	0.05
46	44	6	0.03
69	19	1	0.04
63	59	8	0.01
17	3	1	0.01
44	13	7	0.04
62	45	5	0.01
16	18	10	0.03
22	97	8	0.03
63	43	6	0.02
15	59	6	0.02
7	12	9	0.03
95	2	1	0.00
92	60	9	0.01
98	62	8	0.03
73	99	5	0.02
84	2	8	0.03
91	24	4	0.02
32	17	6	0.04
74	68	8	0.03
97	44	2	0.00
32	38	1	0.01
99	62	5	0.02
40	68	8	0.03
44	19	6	0.02
69	38	7	0.01
70	74	5	0.04
80	46	6	0.00
88	63	8	0.00
34	22	8	0.02
5	20	4	0.00
83	55	6	0.02
11	67	9	0.02
50	11	5	0.01
6	12	1	0.01
46	89	8	0.03
29	46	6	0.03
54	64	4	0.01
95	30	2	0.02
95	24	8	0.03
79	36	5	0.03
60	52	7	0.03
97	79	6	0.00
92	76	5	0.03
10	42	6	0.02
74	75	5	0.01
88	70	9	0.04
24	12	4	0.03
56	42	1	0.03
88	51	10	0.04
7	88	9	0.03
5	10	4	0.01
82	64	9	0.03
47	27	7	0.00
95	55	3	0.02
64	51	5	0.02
38	58	2	0.03
76	52	7	0.02
81	47	3	0.03
51	99	1	0.02
55	13	3	0.00
83	8	10	0.01
71	19	4	0.04
61	8	2	0.02
89	88	1	0.01
21	46	8	0.02
66	83	3	0.03
73	93	8	0.00
63	69	3	0.02
77	65	6	0.02
98	17	4	0.01
27	77	4	0.03
9	75	9	0.02
85	56	1	0.02
65	18	5	0.01
77	51	8	0.02
15	29	9	0.02
90	14	1	0.01
36	76	5	0.02
54	50	6	0.02
27	35	6	0.02
19	52	7	0.04
0	13	6	0.04
45	42	6	0.03
64	72	10	0.02
63	90	9	0.04
37	96	6	0.01
15	79	8	0.01
73	85	10	0.03
21	17	4	0.01
70	53	9	0.01
17	40	9	0.01
95	44	3	0.02
22	86	5	0.03
4	23	7	0.03
99	12	8	0.03
5	8	2	0.02
89	14	7	0.01
18	93	5	0.01
85	79	5	0.03
28	22	6	0.03
80	98	9	0.02
47	15	10	0.02
61	33	6	0.02
69	6	6	0.02
68	23	2	0.03
60	53	4	0.00
37	38	2	0.02
79	69	3	0.05
73	52	9	0.03
82	37	7	0.01
42	94	5	0.02
77	73	3	0.01
64	37	5	0.03
92	84	6	0.03
26	91	2	0.03
92	20	4	0.03
85	16	8	0.02
74	51	9	0.01
95	76	4	0.01
54	74	6	0.00
0	2	7	0.04
24	84	3	0.02
46	27	6	0.01
29	53	3	0.02
10	5	5	0.01
23	89	7	0.03
83	54	2	0.01
19	89	2	0.02
0	3	2	0.02
59	21	9	0.04
36	41	7	0.00
43	45	9	0.02
88	2	8	0.04
87	39	10	0.04
57	72	1	0.01
62	82	4	0.04
82	19	1	0.04
52	69	8	0.04
26	61	10	0.04
21	83	8	0.01
37	24	7	0.00
79	3	2	0.04
10	57	9	0.03
69	15	5	0.03
94	95	2	0.02
82	68	10	0.03
17	1	10	0.02
82	45	4	0.02
48	47	2	0.05
50	76	10	0.03
76	10	6	0.01
32	46	4	0.01
39	45	10	0.01
51	80	9	0.02
85	12	6	0.02
81	6	10	0.03
86	32	7	0.03
39	26	6	0.02
87	74	4	0.01
33	66	10	0.02
49	36	9	0.02
43	3	2	0.01
51	33	9	0.00
62	3	9	0.02
76	26	3	0.00
53	43	3	0.03
91	31	4	0.02
42	97	3	0.00
65	51	8	0.02
5	47	2	0.01
30	40	6	0.01
7	5	4	0.02
15	33	5	0.00
93	80	8	0.01
63	46	6	0.03
9	3	1	0.02
44	76	9	0.03
79	91	8	0.01
52	14	8	0.04
29	8	2	0.00
24	28	2	0.01
51	83	10	0.01
63	61	4	0.01
81	88	4	0.01
81	52	2	0.03
18	85	5	0.01
38	98	9	0.04
62	38	8	0.01
49	21	10	0.02
4	80	2	0.02
45	28	5	0.01
37	69	9	0.02
58	61	9	0.01
82	71	8	0.03
11	72	10	0.02
19	6	8	0.03
48	79	6	0.04
96	38	6	0.02
33	88	6	0.03
25	72	8	0.04
85	27	5	0.02
75	70	5	0.04
18	73	7	0.03
87	15	4	0.01
15	64	2	0.02
28	53	5	0.01
16	23	6	0.00
88	34	9	0.01
41	92	6	0.01
81	31	6	0.03
53	33	2	0.01
18	65	3	0.03
16	13	10	0.02
75	3	10	0.01
65	38	9	0.04
35	80	4	0.03
30	96	4	0.01
14	70	5	0.02
62	66	4	0.02
75	79	2	0.03
59	62	1	0.04
52	53	4	0.01
30	62	5	0.01
68	46	10	0.03
20	72	6	0.04
70	71	8	0.02
34	81	2	0.03
0	10	7	0.02
82	20	4	0.00
86	3	1	0.02
52	8	5	0.00
84	21	9	0.03
89	31	2	0.01
71	96	7	0.03
82	14	2	0.01
65	91	1	0.01
46	6	3	0.00
8	32	1	0.01
41	25	6	0.03
51	93	1	0.04
47	23	1	0.02
8	86	6	0.04
70	77	9	0.01
69	52	1	0.02
68	11	6	0.02
76	11	4	0.04
31	94	10	0.04
17	39	8	0.02
12	75	8	0.03
8	51	2	0.03
46	35	4	0.01
27	14	10	0.01
14	24	9	0.01
68	58	2	0.02
40	4	2	0.03
1	15	7	0.00
46	23	5	0.03
12	20	6	0.03
69	4	7	0.02
90	39	2	0.00
43	27	7	0.02
96	75	8	0.05
4	1	1	0.03
54	44	3	0.00
73	1	2	0.03
73	82	3	0.01
10	71	6	0.00
30	86	3	0.03
16	27	8	0.01
42	59	5	0.02
18	96	7	0.02
14	83	4	0.01
49	25	5	0.01
68	42	10	0.02
32	67	8	0.04
8	11	10	0.02
0	86	7	0.02
89	63	6	0.04
90	26	10	0.00
59	65	8	0.01
37	6	10	0.02
4	26	6	0.01
99	92	7	0.02
21	65	8	0.03
6	47	1	0.00
95	66	5	0.02
35	81	1	0.01
92	73	9	0.02
17	28	5	0.02
92	50	1	0.01
15	94	6	0.05
20	24	10	0.03
5	4	1	0.01
92	85	1	0.00
50	45	1	0.01
26	82	7	0.02
73	53	5	0.01
51	75	7	0.00
88	55	8	0.01
34	50	10	0.03
69	77	1	0.02
90	48	6	0.02
52	68	9	0.03
9	78	10	0.00
55	67	10	0.02
65	59	10	0.04
67	58	10	0.02
18	44	1	0.00
10	16	7	0.03
70	11	4	0.03
73	59	3	0.02
7	31	3	0.00
19	55	9	0.03
84	42	3	0.00
98	14	9	0.03
91	68	4	0.02
86	38	8	0.03
26	17	5	0.02
59	12	3	0.00
16	4	6	0.01
15	12	5	0.01
80	49	6	0.06
84	52	7	0.03
75	18	4	0.03
70	41	4	0.01
1	82	6	0.04
74	8	7	0.02
29	75	7	0.02
89	13	7	0.00
73	37	1	0.01
92	71	10	0.03
53	54	3	0.03
73	77	10	0.00
50	22	5	0.01
48	89	7	0.01
6	63	9	0.04
36	11	1	0.00
68	24	6	0.02
96	98	10	0.04
54	79	7	0.02
64	69	4	0.03
69	57	5	0.00
59	72	5	0.03
55	19	1	0.00
35	47	3	0.00
7	72	1	0.02
66	54	3	0.02
29	61	6	0.02
88	44	1	0.03
92	11	9	0.02
70	90	10	0.03
52	82	6	0.03
2	30	6	0.03
71	18	7	0.03
55	97	9	0.00
96	94	9	0.04
25	99	7	0.03
65	32	3	0.01
94	57	2	0.03
7	85	1	0.02
97	5	10	0.03
64	8	1	0.03
47	75	6	0.03
24	26	4	0.00
20	23	7	0.00
97	56	9	0.01
43	58	9	0.02
81	0	5	0.01
53	95	9	0.02
44	92	6	0.00
78	88	1	0.03
2	73	5	0.02
13	89	1	0.01
49	67	9	0.03
61	73	3	0.00
72	8	9	0.02
65	13	3	0.00
92	24	1	0.01
35	84	5	0.01
29	77	9	0.01
11	49	8	0.00
39	50	8	0.02
63	42	6	0.01
58	50	10	0.03
45	60	6	0.04
38	46	5	0.04
71	82	3	0.01
37	18	8	0.03
77	18	2	0.02
78	98	5	0.01
53	71	2	0.03
70	60	3	0.00
54	42	10	0.01
67	14	6	0.04
93	57	6	0.03
89	43	4	0.03
88	68	4	0.03
20	48	2	0.01
57	26	5	0.02
7	77	8	0.03
88	38	3	0.03
61	54	6	0.01
5	53	1	0.01
58	17	10	0.01
89	50	10	0.04
